id,a,b,winner,date,multi_game
6787aef549b554bfff0902e0,['suchix'],['filip_pro'],a,2025-01-15 13:49:00,False
6787ac7a49b554bfff0902df,['filip_pro'],['suchix'],a,2025-01-15 13:39:00,False
6786aabd49b554bfff0902de,['remzak'],['suchix'],a,2025-01-14 19:19:00,False
6786a88c49b554bfff0902dd,['suchix'],['remzak'],a,2025-01-14 19:10:00,False
6786a82b49b554bfff0902dc,['suchix'],['remzak'],b,2025-01-14 19:08:00,False
6786a60e49b554bfff0902db,['remzak'],['suchix'],b,2025-01-14 18:59:00,False
6786a5b349b554bfff0902da,['karol'],['remzak'],a,2025-01-14 18:57:00,False
6786a36349b554bfff0902d9,['karol'],['michal'],a,2025-01-14 18:48:00,False
67869fad49b554bfff0902d8,['remzak'],['suchix'],a,2025-01-14 18:32:00,False
67869e1349b554bfff0902d7,['suchix'],['remzak'],b,2025-01-14 18:25:00,False
67869bfa49b554bfff0902d6,['suchix'],['remzak'],a,2025-01-14 18:16:00,False
67869b7d49b554bfff0902d5,['remzak'],['suchix'],a,2025-01-14 18:14:00,False
6786998f49b554bfff0902d4,['remzak'],['suchix'],a,2025-01-14 18:06:00,False
678697e249b554bfff0902d3,['suchix'],['remzak'],a,2025-01-14 17:58:00,False
6786958f49b554bfff0902d2,['remzak'],['suchix'],a,2025-01-14 17:49:00,False
6786940d49b554bfff0902d1,['suchix'],['remzak'],a,2025-01-14 17:42:00,False
6785690cc6ca6c44ce7965e8,['suchix'],['remzak'],a,2025-01-13 20:26:00,False
6785679bc6ca6c44ce7965e7,['suchix'],['michal'],b,2025-01-13 20:20:00,False
6785659cc6ca6c44ce7965e6,['michal'],['remzak'],a,2025-01-13 20:12:00,False
6785633ec6ca6c44ce7965e5,['suchix'],['michal'],a,2025-01-13 20:02:00,False
678561b2c6ca6c44ce7965e4,['remzak'],['michal'],b,2025-01-13 19:55:00,False
67855dd9c6ca6c44ce7965e3,['remzak'],['suchix'],a,2025-01-13 19:39:00,False
67855c3cc6ca6c44ce7965e2,['remzak'],['suchix'],a,2025-01-13 19:32:00,False
67855b85c6ca6c44ce7965e1,['remzak'],['suchix'],a,2025-01-13 19:29:00,False
67855985c6ca6c44ce7965e0,['suchix'],['remzak'],a,2025-01-13 19:20:00,False
6785573dc6ca6c44ce7965df,['remzak'],['suchix'],a,2025-01-13 19:11:00,False
