id,a,b,winner,date,multi_game
678554dcc6ca6c44ce7965de,['suchix'],['remzak'],b,2025-01-13 19:00:00,False
6785535bc6ca6c44ce7965dd,['remzak'],['suchix'],b,2025-01-13 18:54:00,False
678550e5c6ca6c44ce7965dc,['remzak'],['suchix'],b,2025-01-13 18:43:00,False
6784db68867edc0f8e2e835e,['remzak'],['suchix'],a,2025-01-13 10:20:00,False
67829529fbcff7420b76f744,['filip_pro'],['suchix'],b,2025-01-11 16:58:00,False
67829605fbcff7420b76f74c,['remzak'],['filip_pro'],a,2025-01-09 17:02:00,False
678295fcfbcff7420b76f74b,['filip_pro'],['remzak'],a,2025-01-09 17:00:00,False
6782959afbcff7420b76f74a,['suchix'],['remzak'],a,2025-01-09 17:00:00,False
67829588fbcff7420b76f749,['suchix'],['remzak'],b,2025-01-09 16:59:00,False
6782957afbcff7420b76f748,['remzak'],['filip_pro'],b,2025-01-09 16:59:00,False
6782955ffbcff7420b76f747,['filip_pro'],['suchix'],a,2025-01-09 16:59:00,False
6782954afbcff7420b76f746,['filip_pro'],['suchix'],a,2025-01-09 16:58:00,False
67829537fbcff7420b76f745,['filip_pro'],['suchix'],b,2025-01-09 16:58:00,False
67829518fbcff7420b76f743,['filip_pro'],['suchix'],b,2025-01-09 16:57:00,False
678292dafbcff7420b76f739,"['karol', 'michal']","['remzak', 'suchix']",a,2024-12-18 16:48:00,True
678294defbcff7420b76f741,['suchix'],['topol'],a,2024-12-17 16:56:00,False
678292effbcff7420b76f73a,"['karol', 'michal']","['remzak', 'suchix']",b,2024-12-17 16:48:00,True
6782928bfbcff7420b76f737,['suchix'],['remzak'],a,2024-12-17 16:47:00,False
678292b2fbcff7420b76f738,['suchix'],['jacek'],a,2024-12-17 16:47:00,False
6782927afbcff7420b76f736,['remzak'],['jacek'],a,2024-12-17 16:46:00,False
678294fafbcff7420b76f742,['remzak'],['topol'],b,2024-12-11 16:57:00,False
67829446fbcff7420b76f73f,['remzak'],['filip_pro'],a,2024-12-11 16:54:00,False
6782945efbcff7420b76f740,['remzak'],['filip_pro'],a,2024-12-11 16:54:00,False
67829263fbcff7420b76f735,['suchix'],['topol'],a,2024-12-11 16:46:00,False
67829251fbcff7420b76f734,['suchix'],['remzak'],a,2024-12-11 16:46:00,False
67829243fbcff7420b76f733,['suchix'],['remzak'],a,2024-12-11 16:45:00,False
67829230fbcff7420b76f732,['suchix'],['topol'],a,2024-12-11 16:45:00,False
6782921ffbcff7420b76f731,['remzak'],['topol'],b,2024-12-11 16:45:00,False
6782920ffbcff7420b76f730,['suchix'],['remzak'],a,2024-12-11 16:44:00,False
678291f5fbcff7420b76f72f,['suchix'],['topol'],a,2024-12-11 16:44:00,False
6782940dfbcff7420b76f73d,['remzak'],['filip_pro'],a,2024-12-10 16:53:00,False
6782941cfbcff7420b76f73e,['filip_pro'],['remzak'],a,2024-12-10 16:53:00,False
678293ddfbcff7420b76f73c,['filip_pro'],['remzak'],a,2024-12-10 16:52:00,False
678293c7fbcff7420b76f73b,['remzak'],['filip_pro'],b,2024-12-10 16:51:00,False
678291b1fbcff7420b76f72e,['remzak'],['suchix'],b,2024-12-10 16:43:00,False
6782918cfbcff7420b76f72d,['remzak'],['suchix'],a,2024-12-10 16:42:00,False
67829174fbcff7420b76f72c,['remzak'],['suchix'],a,2024-12-10 16:41:00,False
